flagged_risk_score,flagged_amount,flagged_is_online,flagged_is_in_person,is_new_device,is_proxy,has_device,mismatch_count,is_new_region,concurrent_home_count,amount_to_mean_ratio,amount_to_p75_ratio,prior_txns_count,prior_in_person_pct,prior_online_pct,txns_24h,txns_48h,online_48h,exposure_48h,conf_testing,conf_burst,conf_new_device,conf_region,conf_ato,max_graph_pattern,has_corroborated_pattern,lone_risk_score,prior_cases_count,prior_fraud_rate,case_id,card_id,outcome,target,pattern,exposure_usd,actions_taken,report_filed
0.04,60.78,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6479675056769117,0.6479675056769117,1.0,0.0,1.0,1.0,2.0,2.0,154.57999999999998,0.05,0.72,0.82,0.1,0.15,0.82,1.0,0.0,1.0,0.0,CC-0073,C04597-K2,confirmed_fraud,1,card_not_present_new_device,60.78,CREATE_CASE|BLOCK_CARD,No
0.37,31.92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.23580240001493016,0.2130506896448154,38.0,0.9736842105263158,0.02631578947368421,21.0,40.0,1.0,5283.7699999999995,0.05,0.45,0.1,0.1,0.72,0.72,1.0,0.0,0.0,0.5,CC-0074,C11496-K2,confirmed_fraud,1,account_takeover,31.92,CREATE_CASE|BLOCK_CARD,No
0.38,100.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999900070949626,0.9999900070949626,0.0,0.0,1.0,2.0,2.0,2.0,150.12,0.05,0.72,0.25,0.1,0.15,0.72,1.0,0.0,0.0,0.5,CC-0075,C05385-K2,confirmed_fraud,1,card_not_present_fraud,100.07,CREATE_CASE|BLOCK_CARD,No
0.08,149.91,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0634856449656287,0.7402560848546499,4.0,0.75,0.25,3.0,9.0,3.0,1774.61,0.05,0.72,0.9,0.1,0.72,0.9,1.0,0.0,0.0,0.5,CC-0076,C05289-K2,confirmed_fraud,1,card_not_present_new_device,299.85,CREATE_CASE|BLOCK_CARD,No
0.9,50.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5001448971230427,0.5001448971230427,1.0,0.0,1.0,2.0,2.0,2.0,150.12,0.05,0.72,0.1,0.1,0.15,0.72,1.0,0.0,1.0,1.0,CC-0077,C05385-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.69,83.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.64751316287952,0.64751316287952,1.0,0.0,1.0,1.0,5.0,5.0,318.13,0.05,0.72,0.25,0.1,0.15,0.72,1.0,0.0,0.0,0.5,CC-0078,C00978-K1,confirmed_fraud,1,card_not_present_new_device,131.31,CREATE_CASE|BLOCK_CARD,No
0.38,80.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,1.1075556867066574,0.8343145325150305,3.0,1.0,0.0,3.0,12.0,1.0,2231.2799999999997,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0079,C07149-K2,confirmed_fraud,1,account_takeover,188.62,CREATE_CASE|BLOCK_CARD,No
0.61,29.92,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999665786571305,0.9999665786571305,0.0,0.0,1.0,0.0,1.0,1.0,29.92,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.61,0.0,0.5,CC-0080,C00938-K1,confirmed_fraud,1,card_not_present_fraud,29.92,CREATE_CASE|BLOCK_CARD,No
0.57,78.86,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.9572595622777097,0.7578975694611296,2.0,0.0,1.0,3.0,6.0,6.0,268.77,0.05,0.72,0.25,0.1,0.15,0.72,1.0,0.0,0.0,0.5,CC-0081,C06940-K1,confirmed_fraud,1,card_not_present_fraud,78.86,CREATE_CASE|BLOCK_CARD,No
0.01,90.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5192939955009518,0.38442159558660266,10.0,1.0,0.0,11.0,11.0,0.0,1823.72,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.01,0.0,0.5,CC-0082,C00621-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.89,18.83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9999468960756199,0.9999468960756199,0.0,0.0,1.0,1.0,1.0,1.0,18.83,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.89,0.0,0.5,CC-0083,C04201-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.82,400.05,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.9999975003187094,0.9999975003187094,0.0,1.0,0.0,2.0,2.0,0.0,497.99,0.05,0.2,0.1,0.88,0.75,0.88,1.0,0.0,0.0,0.5,CC-0084,C12900-K2,confirmed_fraud,1,account_takeover,497.99,CREATE_CASE|BLOCK_CARD,No
0.65,45.06,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.45100139123820204,0.45100139123820204,1.0,0.0,1.0,3.0,6.0,0.0,257.96999999999997,0.05,0.2,0.1,0.88,0.15,0.88,1.0,0.0,0.0,0.5,CC-0085,C10585-K2,confirmed_fraud,1,account_takeover,298.03,CREATE_CASE|BLOCK_CARD,No
0.92,83.81,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.30337787237397,3.30337787237397,1.0,0.0,1.0,2.0,3.0,3.0,161.76,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,0.0,0.5,CC-0086,C05307-K2,confirmed_fraud,1,card_not_present_fraud,83.81,CREATE_CASE|BLOCK_CARD,No
0.74,399.92,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.903446535949136,2.6478455467570647,16.0,0.9375,0.0625,20.0,20.0,1.0,3116.66,0.05,0.45,0.1,0.88,0.72,0.88,1.0,0.0,0.0,0.5,CC-0087,C11031-K2,confirmed_fraud,1,out_of_region_use,399.92,CREATE_CASE|BLOCK_CARD,No
0.87,49.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999979996399352,0.999979996399352,0.0,0.0,1.0,1.0,1.0,1.0,49.99,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.87,0.0,0.5,CC-0088,C02477-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.71,83.77,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.7592087025914571,1.1521745110444803,10.0,0.0,1.0,5.0,8.0,8.0,498.56,0.05,0.2,0.25,0.1,0.15,0.25,0.0,0.71,0.0,0.5,CC-0089,C09354-K1,confirmed_fraud,1,card_not_present_fraud,251.25,CREATE_CASE|BLOCK_CARD,No
0.79,151.02,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,0.5855508295497286,0.4721130670468081,57.0,0.8771929824561403,0.12280701754385964,33.0,74.0,11.0,17340.77,0.05,0.2,0.1,0.88,0.88,0.88,1.0,0.0,0.0,0.5,CC-0090,C00854-K2,confirmed_fraud,1,out_of_region_use,770.29,CREATE_CASE|BLOCK_CARD,No
0.94,14.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05276448462801745,0.05976693296422385,5.0,0.6,0.4,3.0,5.0,3.0,1230.75,0.05,0.72,0.1,0.1,0.72,0.72,1.0,0.0,0.0,0.5,CC-0091,C08913-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.46,53.93,0.0,1.0,0.0,0.0,0.0,2.0,0.0,57.0,0.2896033356699656,0.4150984059543877,65.0,0.9384615384615385,0.06153846153846154,23.0,49.0,4.0,9037.61,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0092,C12517-K2,confirmed_fraud,1,account_takeover,53.93,CREATE_CASE|BLOCK_CARD,No
0.06,80.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999875079636731,0.9999875079636731,0.0,1.0,0.0,2.0,2.0,0.0,94.97999999999999,0.05,0.2,0.1,0.88,0.15,0.88,1.0,0.0,0.0,0.5,CC-0093,C07073-K1,confirmed_fraud,1,account_takeover,94.98,CREATE_CASE|BLOCK_CARD,No
0.16,37.22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999731334461729,0.9999731334461729,0.0,0.0,1.0,1.0,1.0,1.0,37.22,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.16,0.0,0.5,CC-0094,C12987-K1,confirmed_fraud,1,card_not_present_fraud,37.22,CREATE_CASE|BLOCK_CARD,No
0.26,59.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.7111981780216111,0.5679860649979309,7.0,0.8571428571428571,0.14285714285714285,14.0,22.0,2.0,1902.57,0.05,0.72,0.1,0.1,0.72,0.72,1.0,0.0,0.0,0.5,CC-0095,C09301-K2,confirmed_fraud,1,out_of_region_use,447.09,CREATE_CASE|BLOCK_CARD,No
0.89,2000.97,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,12.739039050783207,9.396607590656787,7.0,0.8571428571428571,0.14285714285714285,3.0,5.0,0.0,2507.02,0.05,0.2,0.1,0.88,0.15,0.88,1.0,0.0,0.0,0.5,CC-0096,C13001-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.76,51.29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999805034021564,0.9999805034021564,0.0,0.0,1.0,1.0,1.0,1.0,51.29,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.76,0.0,0.5,CC-0097,C06988-K1,confirmed_fraud,1,card_not_present_fraud,51.29,CREATE_CASE|BLOCK_CARD,No
0.84,9.86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.27120695346022666,0.17004837583105537,8.0,0.0,1.0,3.0,8.0,8.0,279.33,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.84,0.0,0.5,CC-0098,C07508-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.81,124.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.032422785186654,1.0157834621184716,2.0,0.5,0.5,2.0,2.0,2.0,249.94,0.05,0.85,0.1,0.1,0.15,0.85,1.0,0.0,0.0,0.5,CC-0099,C06348-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.17,195.92,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.517414590332989,6.517414590332989,1.0,1.0,0.0,1.0,1.0,0.0,195.92,0.05,0.2,0.1,0.88,0.15,0.88,1.0,0.0,0.0,0.5,CC-0100,C10326-K1,confirmed_fraud,1,out_of_region_use,195.92,CREATE_CASE|BLOCK_CARD,No
0.87,150.06,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9999933360433424,0.9999933360433424,0.0,0.0,1.0,1.0,1.0,1.0,150.06,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.87,0.0,0.5,CC-0101,C08075-K1,confirmed_fraud,1,card_not_present_fraud,150.06,CREATE_CASE|BLOCK_CARD,No
0.46,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.24438971447417887,0.23960883857103277,27.0,1.0,0.0,24.0,30.0,0.0,3635.19,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.46,0.0,0.5,CC-0102,C02573-K2,confirmed_fraud,1,account_takeover,63.95,CREATE_CASE|BLOCK_CARD,No
0.75,49.97,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.9999799883932682,0.9999799883932682,0.0,1.0,0.0,1.0,1.0,0.0,49.97,0.05,0.2,0.1,0.38,0.75,0.75,1.0,0.0,0.0,0.5,CC-0103,C08860-K1,confirmed_fraud,1,account_takeover,49.97,CREATE_CASE|BLOCK_CARD,No
0.78,92.02,0.0,1.0,0.0,0.0,0.0,2.0,0.0,44.0,0.7955823464905362,0.8483373436217975,37.0,0.8918918918918919,0.10810810810810811,14.0,38.0,2.0,3921.64,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0104,C09933-K2,confirmed_fraud,1,out_of_region_use,92.02,CREATE_CASE|BLOCK_CARD,No
0.82,199.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9999949987746998,0.9999949987746998,0.0,0.0,1.0,0.0,1.0,1.0,199.95,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.82,0.0,0.5,CC-0105,C09908-K1,confirmed_fraud,1,card_not_present_fraud,199.95,CREATE_CASE|BLOCK_CARD,No
0.21,240.05,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999958342185619,0.9999958342185619,0.0,1.0,0.0,1.0,2.0,1.0,280.07,0.05,0.45,0.1,0.38,0.88,0.88,1.0,0.0,0.0,0.5,CC-0106,C10308-K1,confirmed_fraud,1,out_of_region_use,240.05,CREATE_CASE|BLOCK_CARD,No
0.11,19.91,0.0,1.0,0.0,0.0,0.0,2.0,0.0,25.0,0.14424802351444374,0.16842764209760513,97.0,0.9175257731958762,0.08247422680412371,35.0,72.0,1.0,8142.69,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,1.0,1.0,CC-0107,C08945-K2,confirmed_fraud,1,out_of_region_use,49.88,CREATE_CASE|BLOCK_CARD,No
0.08,28.91,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.18686977505817462,0.1445745776782053,30.0,0.43333333333333335,0.5666666666666667,10.0,26.0,8.0,4188.75,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0108,C11539-K2,confirmed_fraud,1,out_of_region_use,116.92,CREATE_CASE|BLOCK_CARD,No
0.8,80.09,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.9999875142025945,0.9999875142025945,0.0,1.0,0.0,1.0,1.0,0.0,60.0,0.05,0.2,0.1,0.88,0.75,0.88,1.0,0.0,0.0,0.5,CC-0109,C09885-K1,confirmed_fraud,1,account_takeover,300.11,CREATE_CASE|BLOCK_CARD,No
0.76,83.79,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.107076396921994,1.8606148755926146,2.0,0.0,1.0,2.0,3.0,3.0,163.32,0.05,0.85,0.82,0.1,0.15,0.85,1.0,0.0,0.0,0.5,CC-0110,C07855-K1,confirmed_fraud,1,card_not_present_new_device,83.79,CREATE_CASE|BLOCK_CARD,No
0.16,249.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.266392078841624,2.5000250072521033,13.0,0.0,1.0,5.0,11.0,11.0,1114.71,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.16,0.0,0.5,CC-0111,C11965-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.07,102.08,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.1335364565069472,1.7280899256826532,9.0,1.0,0.0,8.0,15.0,0.0,1409.51,0.05,0.2,0.1,0.88,0.15,0.88,1.0,0.0,0.0,0.5,CC-0112,C05263-K2,confirmed_fraud,1,out_of_region_use,102.08,CREATE_CASE|BLOCK_CARD,No
0.56,59.04,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.9999830626175031,0.9999830626175031,0.0,1.0,0.0,3.0,3.0,0.0,812.89,0.05,0.2,0.1,0.88,0.15,0.88,1.0,0.0,0.0,0.5,CC-0113,C02575-K2,confirmed_fraud,1,account_takeover,812.89,CREATE_CASE|BLOCK_CARD,No
0.06,76.91,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.9999869979586794,0.9999869979586794,0.0,1.0,0.0,1.0,3.0,0.0,270.86,0.05,0.2,0.1,0.88,0.15,0.88,1.0,0.0,0.0,0.5,CC-0114,C06655-K1,confirmed_fraud,1,account_takeover,270.86,CREATE_CASE|BLOCK_CARD,No
0.95,110.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.6050044871166128,0.6756819012460189,24.0,0.875,0.125,59.0,59.0,3.0,9644.56,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0115,C05245-K2,confirmed_fraud,1,out_of_region_use,110.0,CREATE_CASE|BLOCK_CARD,No
0.28,107.94,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.210130070786359,0.16733366043544887,12.0,0.8333333333333334,0.16666666666666666,5.0,9.0,2.0,4405.26,0.05,0.72,0.1,0.88,0.88,0.88,1.0,0.0,0.0,0.5,CC-0116,C06532-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.1,100.06,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.4989385879473542,2.4989385879473542,1.0,1.0,0.0,1.0,2.0,1.0,140.1,0.05,0.45,0.82,0.1,0.72,0.82,1.0,0.0,0.0,0.5,CC-0117,C03409-K1,confirmed_fraud,1,card_not_present_new_device,100.06,CREATE_CASE|BLOCK_CARD,No
0.43,744.99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,6.028488801219383,5.620190711850086,47.0,0.3617021276595745,0.6382978723404256,34.0,78.0,53.0,17418.4,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0118,C04108-K2,confirmed_fraud,1,account_takeover,3205.87,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.15,100.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999900060962812,0.9999900060962812,0.0,0.0,1.0,0.0,1.0,1.0,100.06,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.15,0.0,0.5,CC-0119,C01981-K1,confirmed_fraud,1,card_not_present_fraud,100.06,CREATE_CASE|BLOCK_CARD,No
0.85,149.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999933307100792,0.9999933307100792,0.0,0.0,1.0,1.0,1.0,1.0,149.94,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.85,0.0,0.5,CC-0120,C09612-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.61,150.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.6842327214765505,0.6667081479637867,11.0,0.5454545454545454,0.45454545454545453,39.0,96.0,44.0,20369.06,0.05,0.2,0.25,0.1,0.72,0.72,1.0,0.0,0.0,0.5,CC-0121,C00750-K2,confirmed_fraud,1,account_takeover,1551.06,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.52,83.78,1.0,0.0,1.0,0.0,1.0,1.0,0.0,30.0,0.9999880641195498,0.9999880641195498,0.0,0.0,1.0,9.0,28.0,27.0,1486.54,0.05,0.2,0.82,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0122,C11919-K2,confirmed_fraud,1,card_not_present_new_device,1656.0,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.73,200.02,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.33501886805093795,0.22976121007723802,2.0,0.5,0.5,2.0,4.0,3.0,1444.1399999999999,0.05,0.72,0.82,0.1,0.72,0.82,1.0,0.0,0.0,0.5,CC-0123,C07196-K2,confirmed_fraud,1,card_not_present_new_device,200.02,CREATE_CASE|BLOCK_CARD,No
0.22,114.95,0.0,1.0,0.0,0.0,0.0,2.0,1.0,8.0,1.1486844340518232,1.1486844340518232,1.0,1.0,0.0,1.0,6.0,0.0,1001.18,0.05,0.2,0.1,0.88,0.75,0.88,1.0,0.0,0.0,0.5,CC-0124,C08460-K1,confirmed_fraud,1,out_of_region_use,1256.51,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.85,14.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15404271980711173,0.1708551902263974,7.0,0.14285714285714285,0.8571428571428571,1.0,5.0,4.0,559.38,0.05,0.85,0.1,0.1,0.72,0.85,1.0,0.0,0.0,0.5,CC-0125,C08466-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.08,30.82,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.34056126677299225,0.2841050506540316,3.0,1.0,0.0,1.0,2.0,0.0,54.1,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,0.0,0.5,CC-0126,C04346-K2,confirmed_fraud,1,account_takeover,54.1,CREATE_CASE|BLOCK_CARD,No
0.26,249.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9999959996959769,0.9999959996959769,0.0,0.0,1.0,0.0,2.0,2.0,500.07,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,0.0,0.5,CC-0127,C11513-K1,confirmed_fraud,1,card_not_present_fraud,500.07,CREATE_CASE|BLOCK_CARD,No
0.31,185.93,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.9999946216607236,0.9999946216607236,0.0,1.0,0.0,1.0,2.0,0.0,341.88,0.05,0.2,0.1,0.88,0.75,0.88,1.0,0.0,0.0,0.5,CC-0128,C02891-K1,confirmed_fraud,1,account_takeover,924.78,CREATE_CASE|BLOCK_CARD,No
0.51,58.91,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.6159331266630769,0.5891677542917435,8.0,0.75,0.25,11.0,13.0,2.0,1470.72,0.05,0.72,0.1,0.88,0.72,0.88,1.0,0.0,0.0,0.5,CC-0129,C01982-K2,confirmed_fraud,1,out_of_region_use,58.91,CREATE_CASE|BLOCK_CARD,No
0.83,24.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10732059824243702,0.10732059824243702,1.0,1.0,0.0,2.0,2.0,1.0,257.43,0.05,0.45,0.1,0.1,0.72,0.72,1.0,0.0,0.0,0.5,CC-0130,C08474-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.3,40.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39991605959768567,0.39991605959768567,1.0,1.0,0.0,2.0,2.0,0.0,87.02000000000001,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.3,0.0,0.5,CC-0131,C05029-K1,confirmed_fraud,1,account_takeover,87.02,CREATE_CASE|BLOCK_CARD,No
0.17,54.99,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.41749767706434654,0.5090205589136452,13.0,0.9230769230769231,0.07692307692307693,4.0,15.0,1.0,1395.21,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0132,C10127-K2,confirmed_fraud,1,out_of_region_use,171.93,CREATE_CASE|BLOCK_CARD,No
0.29,226.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,1.7158863178602026,2.680193534615658,27.0,0.8518518518518519,0.14814814814814814,10.0,14.0,1.0,1246.47,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0133,C07936-K2,confirmed_fraud,1,account_takeover,557.41,CREATE_CASE|BLOCK_CARD,No
0.25,107.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.598014061510779,3.598014061510779,1.0,1.0,0.0,1.0,2.0,0.0,137.99,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.25,0.0,0.5,CC-0134,C13036-K1,confirmed_fraud,1,account_takeover,107.98,CREATE_CASE|BLOCK_CARD,No
0.34,90.82,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.605701825693601,1.9395207790543714,3.0,0.0,1.0,5.0,10.0,10.0,506.90999999999997,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.34,0.0,0.5,CC-0135,C01521-K2,confirmed_fraud,1,card_not_present_new_device,428.65,CREATE_CASE|BLOCK_CARD,No
0.44,58.91,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,0.575235497054456,0.5461658987029603,13.0,0.8461538461538461,0.15384615384615385,10.0,17.0,3.0,1474.0,0.05,0.85,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0136,C03341-K2,confirmed_fraud,1,account_takeover,345.86,CREATE_CASE|BLOCK_CARD,No
0.14,30.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.9999668005710302,0.9999668005710302,0.0,0.0,1.0,2.0,6.0,6.0,725.46,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,0.0,0.5,CC-0137,C12982-K1,confirmed_fraud,1,card_testing,402.43,CREATE_CASE|BLOCK_CARD,No
0.87,225.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999955565627346,0.9999955565627346,0.0,0.0,1.0,1.0,1.0,1.0,225.05,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.87,0.0,0.5,CC-0138,C01058-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.07,199.93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.1786806450988039,1.2857565467922003,35.0,0.6285714285714286,0.37142857142857144,8.0,18.0,8.0,1586.57,0.05,0.2,0.1,0.1,0.72,0.72,1.0,0.0,0.0,0.5,CC-0139,C02480-K1,confirmed_fraud,1,card_not_present_fraud,199.93,CREATE_CASE|BLOCK_CARD,No
0.54,29.05,0.0,1.0,0.0,0.0,0.0,2.0,0.0,27.0,0.25174964637369335,0.23247253142980612,1165.0,0.9948497854077253,0.005150214592274678,155.0,318.0,2.0,36151.99,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,1.0,1.0,CC-0140,C13440-K2,confirmed_fraud,1,out_of_region_use,29.05,CREATE_CASE|BLOCK_CARD,No
0.05,389.94,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.834506329218549,3.593387150281986,3.0,0.6666666666666666,0.3333333333333333,4.0,5.0,2.0,1511.14,0.05,0.85,0.1,0.88,0.88,0.88,1.0,0.0,0.0,0.5,CC-0141,C01347-K2,confirmed_fraud,1,out_of_region_use,1725.82,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.43,134.93,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.795212942882612,1.795212942882612,1.0,0.0,1.0,1.0,1.0,1.0,134.93,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.43,0.0,0.5,CC-0142,C08087-K1,confirmed_fraud,1,card_not_present_fraud,134.93,CREATE_CASE|BLOCK_CARD,No
0.58,158.98,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.2887663581002284,1.7239023649711018,2.0,1.0,0.0,17.0,21.0,0.0,2978.5299999999997,0.05,0.2,0.1,0.88,0.75,0.88,1.0,0.0,0.0,0.5,CC-0143,C06121-K2,confirmed_fraud,1,out_of_region_use,158.98,CREATE_CASE|BLOCK_CARD,No
0.79,311.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6704101601715495,1.4583718011345177,16.0,1.0,0.0,2.0,10.0,0.0,2542.66,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.79,0.0,0.5,CC-0144,C10553-K1,confirmed_fraud,1,out_of_region_use,311.98,CREATE_CASE|BLOCK_CARD,No
0.38,117.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.6446146482115472,0.7805655383015182,58.0,0.2413793103448276,0.7586206896551724,47.0,69.0,54.0,10992.44,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-0145,C06224-K2,confirmed_fraud,1,account_takeover,853.12,CREATE_CASE|BLOCK_CARD,No
